0|1623129240.4899879
ack0|1623129240.507989
4|1623129240.507989
ack0|1623129240.507989
0|1623129240.577993
ack0|1623129240.577993
1|1623129240.647997
ack1|1623129240.6629977
4|1623129240.6629977
ack1|1623129240.6629977
5|1623129240.6979997
ack1|1623129240.699
1|1623129240.7690039
ack1|1623129240.7690039
2|1623129240.7740042
ack2|1623129240.7810044
3|1623129240.7820046
ack3|1623129240.7930052
5|1623129240.7930052
ack3|1623129240.7930052
6|1623129240.7930052
ack3|1623129240.7930052
7|1623129240.8230069
ack3|1623129240.8230069
3|1623129240.8880105
ack3|1623129240.8880105
4|1623129240.8880105
ack4|1623129240.8990111
4|1623129240.9790156
ack4|1623129240.9790156
6|1623129240.9890163
ack4|1623129240.9890163
8|1623129240.9890163
ack4|1623129240.9890163
4|1623129241.069021
ack4|1623129241.069021
5|1623129241.069021
ack5|1623129241.0780213
9|1623129241.0940225
ack5|1623129241.0940225
5|1623129241.1590261
ack5|1623129241.1590261
6|1623129241.1590261
ack6|1623129241.1700268
8|1623129241.1700268
ack6|1623129241.1700268
9|1623129241.1700268
ack6|1623129241.1700268
10|1623129241.1950283
ack6|1623129241.1950283
6|1623129241.2550316
ack6|1623129241.2550316
9|1623129241.260032
ack6|1623129241.260032
10|1623129241.260032
ack6|1623129241.260032
6|1623129241.3250356
ack6|1623129241.3250356
7|1623129241.3250356
ack7|1623129241.334036
6|1623129241.385039
ack7|1623129241.385039
9|1623129241.385039
ack7|1623129241.385039
11|1623129241.4200408
ack7|1623129241.4200408
8|1623129241.455043
ack8|1623129241.4690437
11|1623129241.4690437
ack8|1623129241.4690437
12|1623129241.4940453
ack8|1623129241.4940453
9|1623129241.559049
ack9|1623129241.5690496
11|1623129241.5690496
ack9|1623129241.5690496
8|1623129241.609052
ack9|1623129241.609052
12|1623129241.609052
ack9|1623129241.609052
13|1623129241.6440537
ack9|1623129241.6440537
10|1623129241.7100575
ack10|1623129241.7200582
11|1623129241.7200582
ack11|1623129241.7290587
14|1623129241.7290587
ack11|1623129241.7290587
15|1623129241.7440596
ack11|1623129241.7440596
11|1623129241.804063
ack11|1623129241.804063
13|1623129241.804063
ack11|1623129241.804063
11|1623129241.8840675
ack11|1623129241.8840675
13|1623129241.8840675
ack11|1623129241.8850675
13|1623129241.9800732
ack11|1623129241.9800732
15|1623129241.9800732
ack11|1623129241.9800732
11|1623129242.0450768
ack11|1623129242.0450768
14|1623129242.0450768
ack11|1623129242.0450768
11|1623129242.1100805
ack11|1623129242.1100805
14|1623129242.1100805
ack11|1623129242.1110806
11|1623129242.191085
ack11|1623129242.191085
12|1623129242.191085
ack12|1623129242.204086
14|1623129242.204086
ack12|1623129242.205086
16|1623129242.2300875
ack12|1623129242.2300875
12|1623129242.2660894
ack12|1623129242.2660894
15|1623129242.2660894
ack12|1623129242.2660894
16|1623129242.2860906
ack12|1623129242.2860906
12|1623129242.3460941
ack12|1623129242.3460941
13|1623129242.3560948
ack13|1623129242.3650951
15|1623129242.3650951
ack13|1623129242.3650951
17|1623129242.385096
ack13|1623129242.385096
14|1623129242.4450998
ack14|1623129242.4531
16|1623129242.4531
ack14|1623129242.4531
18|1623129242.4731014
ack14|1623129242.4731014
14|1623129242.5431054
ack14|1623129242.5431054
16|1623129242.5431054
ack14|1623129242.5431054
14|1623129242.6031086
ack14|1623129242.6031086
15|1623129242.6031086
ack15|1623129242.611109
19|1623129242.6261098
ack15|1623129242.6261098
15|1623129242.6911137
ack15|1623129242.6911137
16|1623129242.6911137
ack16|1623129242.7031145
20|1623129242.7381163
ack16|1623129242.7431169
16|1623129242.8131208
ack16|1623129242.8131208
18|1623129242.8231213
ack16|1623129242.8231213
16|1623129242.8941252
ack16|1623129242.8941252
18|1623129242.909126
ack16|1623129242.9101264
19|1623129242.9111264
ack16|1623129242.9111264
16|1623129242.9861307
ack16|1623129242.9861307
19|1623129242.9861307
ack16|1623129242.9861307
16|1623129243.0521345
ack16|1623129243.0521345
17|1623129243.1221383
ack17|1623129243.1311388
18|1623129243.1311388
ack18|1623129243.1421394
21|1623129243.1421394
ack18|1623129243.1421394
22|1623129243.1751413
ack18|1623129243.1751413
18|1623129243.2421453
ack18|1623129243.2421453
22|1623129243.2421453
ack18|1623129243.2421453
18|1623129243.3121493
ack18|1623129243.3121493
21|1623129243.3121493
ack18|1623129243.3121493
18|1623129243.3721526
ack18|1623129243.3721526
22|1623129243.3721526
ack18|1623129243.3721526
19|1623129243.4571574
ack19|1623129243.4691582
23|1623129243.4791589
ack19|1623129243.4791589
19|1623129243.5441625
ack19|1623129243.5441625
20|1623129243.5991657
ack20|1623129243.6141665
21|1623129243.6141665
ack21|1623129243.6251671
24|1623129243.6251671
ack21|1623129243.6251671
25|1623129243.6351678
ack21|1623129243.6351678
21|1623129243.6901708
ack21|1623129243.6901708
22|1623129243.6901708
ack22|1623129243.6981714
26|1623129243.723173
ack22|1623129243.723173
22|1623129243.763175
ack22|1623129243.763175
25|1623129243.7731755
ack22|1623129243.7731755
22|1623129243.8331792
ack22|1623129243.8331792
25|1623129243.8431795
ack22|1623129243.8431795
22|1623129243.9131835
ack22|1623129243.9131835
22|1623129243.9681869
ack22|1623129243.9681869
25|1623129243.9681869
ack22|1623129243.9681869
22|1623129244.0381908
ack22|1623129244.0381908
22|1623129244.0881937
ack22|1623129244.0881937
23|1623129244.0881937
ack23|1623129244.0991943
27|1623129244.114195
ack23|1623129244.114195
23|1623129244.1741986
ack23|1623129244.1741986
25|1623129244.1741986
ack23|1623129244.1741986
26|1623129244.184199
ack23|1623129244.184199
23|1623129244.2592034
ack23|1623129244.2592034
24|1623129244.2592034
ack24|1623129244.2702038
26|1623129244.2702038
ack24|1623129244.271204
27|1623129244.271204
ack24|1623129244.271204
28|1623129244.2962055
ack24|1623129244.2962055
25|1623129244.341208
ack25|1623129244.3502085
26|1623129244.3502085
ack26|1623129244.3612094
27|1623129244.3612094
ack27|1623129244.37321
28|1623129244.37321
ack28|1623129244.3882108
29|1623129244.3882108
ack29|1623129244.4042118
30|1623129244.4042118
ack30|1623129244.4142125
31|1623129244.4142125
ack31|1623129244.4252129
32|1623129244.426213
ack32|1623129244.4352136
33|1623129244.4352136
ack33|1623129244.444214
34|1623129244.444214
